c0_answer,c0_correct,candidate_answer,candidate_changed_from_c0,candidate_correct,candidate_first_pass_record_sha256,gold_answer_post_run_join,legacy_answer,legacy_correct,legacy_execution_valid,legacy_failure_type,order,pack,query_family,question_id
yes,True,yes,False,True,82567f38556b208065cebfda03f74d5a03b8c07fd7ea0ca3fc264d2d8dd044b8,yes,yes,True,True,,638,clean_holdout_natural,correlation,cladder:13543
no,True,no,False,True,df17638ec15bcc8a47f62f4c7151329e5fe6c20cd033cc2a0c3f4a5528ebf16b,no,no,True,True,,639,clean_holdout_natural,ate,cladder:23411
yes,True,yes,False,True,3a8fd47d29552884cc56f77a2b77bf24873f649f3941de9f1b78c990a7c65d13,yes,yes,True,True,,640,clean_holdout_natural,correlation,cladder:15293
no,True,no,False,True,dc1f0ddc506cd29a3ba5f0a8384c00a403b1179826118969390eefa040010eb6,no,no,True,True,,641,clean_holdout_natural,nde,cladder:27610
yes,True,yes,False,True,75b152243bf7f40a6cce4e8988b923875eeb9e3e485fa07bad43132df1388cf3,yes,yes,True,True,,642,clean_holdout_natural,nie,cladder:23276
yes,True,yes,False,True,0b37cfae522625c807360d33c5d0365100ee135d884831013651a1f33de34d56,yes,yes,True,True,,643,clean_holdout_natural,correlation,cladder:8625
yes,True,yes,False,True,c952d1d76e5182c819b2f5574ff59cab0db4d750379deac693b42eb7eded2044,yes,yes,True,True,,644,clean_holdout_natural,marginal,cladder:24636
no,True,no,False,True,bfd30d2e9ad9802369ed21ad71d7d75eeb5b57d33aa2d6613740f2393a5842a9,no,no,True,True,,645,clean_holdout_natural,correlation,cladder:10729
no,True,no,False,True,7447d715763c64b05d3a3a7dd626ae08e904ef5dd79b612bf694a3a206a95412,no,no,True,True,,646,clean_holdout_natural,ate,cladder:23447
no,True,no,False,True,d5595d497893aed2292224cd440cdd786e0f9fb855c40be88675b617bacc0248,no,no,True,True,,647,clean_holdout_natural,marginal,cladder:5222
no,True,no,False,True,77eb3fe6e3ebb6b4fff7fbb81b36c78ea7a3665f428c19fb4fd3c081b90b684c,no,no,True,True,,648,clean_holdout_natural,ate,cladder:24201
yes,True,yes,False,True,08443386d653b837c446ea0931ec8956ff0e30ecdb453278cd77a9f4f72502c9,yes,yes,True,True,,649,clean_holdout_natural,nie,cladder:13224
no,True,no,False,True,5e0366caa4a2d80f3daa01fc516c9a7edc753e0b47341b13494bcbb47305ffcf,no,no,True,True,,650,clean_holdout_natural,exp_away,cladder:13116
no,True,no,False,True,cb50bf456c3c143d58cb5dcff9a657cace96f2fe3a2e7311497b754e0201d465,no,no,True,True,,651,clean_holdout_natural,marginal,cladder:11759
no,True,no,False,True,6fd5bf52683c46b5f65a04ddc694d8ac1609c52a7b384a06f3f52a66568307b0,no,no,True,True,,652,clean_holdout_natural,ate,cladder:23344
yes,True,yes,False,True,49be36ce49ce2ea8af8780be7013320be9e61590ff9fdffdf9d2e710297587a3,yes,yes,True,True,,653,clean_holdout_natural,marginal,cladder:22431
yes,True,yes,False,True,9896f1c3ba128a88bd733f17d0d8438e9937c592a7a44a9454cfcabbee16d739,yes,yes,True,True,,654,clean_holdout_natural,ate,cladder:26413
no,True,no,False,True,c2259144f515ca237c95361ec8a83eba325198fb366d431002394348378037fe,no,no,True,True,,655,clean_holdout_natural,nie,cladder:6984
yes,True,yes,False,True,b1880ce46d7e97aada93fa17313237ea22bff2e577895f90c8d9452057f31962,yes,yes,True,True,,656,clean_holdout_natural,ett,cladder:23817
no,True,no,False,True,eea52085c16f5ced8809a438fef70b47329ffe379b55e0b8838e0a46b83f7bf3,no,no,True,True,,657,clean_holdout_natural,marginal,cladder:4290
yes,True,yes,False,True,845e565847701d16461ab5b2f166369b8ea5cfa6f830db0f2b04f7a436057b1a,yes,yes,True,True,,658,clean_holdout_natural,correlation,cladder:3926
no,True,no,False,True,90f0ca4e553e47985118c59debb39e8dedabdc0a75ed631162c323b190d779ac,no,yes,False,True,,659,clean_holdout_natural,ate,cladder:8923
no,True,no,False,True,c807f3080cbdc6f3dc76d1f36892f84478c74f309007a531d495a122a10fb463,no,no,True,True,,660,clean_holdout_natural,ett,cladder:4810
no,True,no,False,True,979819bfddd33deb2dee9feafee00a548fb3578b4a5da51f646c6db26145d075,no,no,True,True,,661,clean_holdout_natural,det-counterfactual,cladder:20451
yes,True,yes,False,True,b00012549f81d9735f382d84735a0100ab36f778c4073b1d7deab97ae84bedbc,yes,yes,True,True,,662,clean_holdout_natural,nde,cladder:18325
no,True,no,False,True,3b334f7e23e52cb6382a9afa46f33e02808bc642de83e1c20fda537a61473c21,no,no,True,True,,663,clean_holdout_natural,marginal,cladder:27120
yes,True,yes,False,True,44470eb71346cb7f53d7d8a53bd71cd48cb68d43c97907604cee5978ce193067,yes,yes,True,True,,664,clean_holdout_natural,marginal,cladder:20977
yes,True,yes,False,True,44b0444519edc139eeb35373f6fb67bd2cd68a684c8e9ab226b107a18230ed46,yes,yes,True,True,,665,clean_holdout_natural,ett,cladder:22250
yes,True,yes,False,True,43cb1723554a67fe6fb70ad2a7e6c1b49d7c2f3685a21a48456d819012464870,yes,yes,True,True,,666,clean_holdout_natural,nde,cladder:13494
no,True,no,False,True,0adf35f0ddc99b4539f05f2393c489c4ebc04cdffbaf75d49b8716db0721a45a,no,no,True,True,,667,clean_holdout_natural,correlation,cladder:23407
yes,True,yes,False,True,f6db86dd5b6830bb2f27259fe7051361fcf03cb64a2bde659fbec93eef7b7927,yes,yes,True,True,,668,clean_holdout_natural,correlation,cladder:17471
yes,True,yes,False,True,b31c6459d88ccc44427935cdffcee7329920d12a0b40ae372c9a5ba834b864b6,yes,yes,True,True,,669,clean_holdout_natural,correlation,cladder:24261
no,True,no,False,True,484a257050ead627c8c1158547ccb02c264b634cfa8c301aebd328e531831fc9,no,no,True,True,,670,clean_holdout_natural,nie,cladder:6529
no,True,no,False,True,a2dfb11f2db00d36974150f5f30f9676acf901ac5f3a85552d7e3ef2dc211d05,no,no,True,True,,671,clean_holdout_natural,ate,cladder:12411
yes,True,yes,False,True,b839cde1bd51b1f0ed4968a8df7f7ce1bdd2d8d2f701e93efed86213642b26a9,yes,yes,True,True,,672,clean_holdout_natural,marginal,cladder:19900
yes,True,yes,False,True,a3f346c8ed734a584969313b174900ae77641365cd75c91fe0146d7181bc734b,yes,yes,True,True,,673,clean_holdout_natural,correlation,cladder:19761
yes,True,yes,False,True,188f17a772dadd22cf6d19a9e6991e8844d8c08a9aca6f9e18435049b2d1acd9,yes,yes,True,True,,674,clean_holdout_natural,exp_away,cladder:13164
yes,True,yes,False,True,96fb8edd8a08a848953bc17a2d7fe984bb24c22fc2a2baab9dd82938d1cbcb92,yes,yes,True,True,,675,clean_holdout_natural,correlation,cladder:25547
no,True,no,False,True,05c33f483054e106c96e3f6eaa752ee7ca06877d538c11c44df996c6fce55008,no,no,True,True,,676,clean_holdout_natural,marginal,cladder:8478
yes,True,yes,False,True,e8d1ff59fb2600ca6700545db31bc4d822e12cede7b68f7175ef70d9523447e3,yes,yes,True,True,,677,clean_holdout_natural,det-counterfactual,cladder:10284
yes,True,yes,False,True,d5cb5e5c50884cdf4ed81fc569fc7a90a03f415512ba62307a1450e5f7e8e054,yes,yes,True,True,,678,clean_holdout_natural,marginal,cladder:2674
yes,True,yes,False,True,34e532128fbbbbb4d5a24e0dc1272f9684d10fea0bb0225e2f9e061f2816bb2e,yes,yes,True,True,,679,clean_holdout_natural,correlation,cladder:25360
no,False,no,False,False,e60a80dfc9b242f388210b00e315c7606366e614d7202fc72cd1fd9a3c9c3814,yes,yes,True,True,,680,clean_holdout_natural,exp_away,cladder:24386
no,True,no,False,True,dc692d1573c2f0042d8d6a5e6c04e1bb34ffa43b3932f24ef3549785d201b048,no,no,True,True,,681,clean_holdout_natural,marginal,cladder:18004
no,True,no,False,True,7ca41137ed22460edb89cdbf3cbe6c112646405196daaafb917a94e540c6132b,no,no,True,True,,682,clean_holdout_natural,ate,cladder:17783
yes,True,yes,False,True,23781b2973d7f1eb65262f01e5bbe2c789b72b262650269f903f0e8fa09c5532,yes,yes,True,True,,683,clean_holdout_natural,ett,cladder:12074
yes,True,yes,False,True,54af415859e0155c5636ccad924384662d16c57c42de9b54b177573c297e3abe,yes,yes,True,True,,684,clean_holdout_natural,nie,cladder:23808
no,True,no,False,True,e56b45bbfd4f0f52cc4cd6d416195e77682ae97d5a35361d68338df01f8e5211,no,no,True,True,,685,clean_holdout_natural,ett,cladder:7090
yes,True,yes,False,True,1975406ede767b13c94d5959bc38f1046e76c59968494f51e095d3182bf8b002,yes,yes,True,True,,686,clean_holdout_natural,marginal,cladder:2270
no,True,no,False,True,3b62e8164c79b1d58032732cee2e010b8f2171fb1be386454385bf14f4f90a95,no,no,True,True,,687,clean_holdout_natural,ate,cladder:28091
no,True,no,False,True,9feeced23c0fd4ad102fe2f2d4e8f006e8c2efa58c2e2572b83baffd720c8a42,no,no,True,True,,688,clean_holdout_natural,collider_bias,cladder:6684
yes,True,yes,False,True,580d204f5bf7e965dfcdd367340b07a93fe20396b18dd8c1ecfd4211d67480fe,yes,yes,True,True,,689,clean_holdout_natural,marginal,cladder:7039
no,True,no,False,True,be99bbda41d7bdd569c49975e96da9282339b1c050cc7589dd244b0d311aad04,no,no,True,True,,690,clean_holdout_natural,ate,cladder:13854
no,True,no,False,True,137b7a85bc4858b9c5432c9c9268829c5d965d7649973ea58347a5ffeab1aa94,no,no,True,True,,691,clean_holdout_natural,det-counterfactual,cladder:29834
no,True,no,False,True,8bd043ed807168298bb7ec12f83da04828e989a2d56a7cd8a5b4489aaa891e27,no,no,True,True,,692,clean_holdout_natural,correlation,cladder:7202
yes,True,yes,False,True,b6b00191afc692252015ed979f204e3d2901623792287284105a904b44f3a9af,yes,yes,True,True,,693,clean_holdout_natural,marginal,cladder:4145
no,True,no,False,True,7e8fabc50d74c638212b8013a31b73d50e59ef6fb2380f995eae41e3db4ad09e,no,no,True,True,,694,clean_holdout_natural,ett,cladder:14908
yes,True,yes,False,True,5bfcce2c4b36ed53ecb749fe9731411ab97039f8dce66eed0e646fb8bc6d4977,yes,yes,True,True,,695,clean_holdout_natural,ate,cladder:26575
yes,True,yes,False,True,6ac9e4536b32f8c0cbdaab86eb82aa5a55b11f70945cd4e989b7b3e08098f2f2,yes,yes,True,True,,696,clean_holdout_natural,det-counterfactual,cladder:20013
yes,True,yes,False,True,2d9dcbd6f871c90fae08f016259264897246629071b75dcd40f25064ee8d2f0d,yes,yes,True,True,,697,clean_holdout_natural,correlation,cladder:19710
no,True,no,False,True,76a5db824bbe2c7fda7945435d0a2bd9ad4cfe812775dd935ca53b8fa0fbb110,no,no,True,True,,698,clean_holdout_natural,ate,cladder:14282
yes,True,yes,False,True,257a66e15214be4f9a1c03a9c9f8509d57dfdf11fc23770e335dacca7815563f,yes,yes,True,True,,699,clean_holdout_natural,det-counterfactual,cladder:10317
yes,True,yes,False,True,1f52d8b05d28356517bbf7af04e47dbf4f35b7bb99b4edc9a883d0de8c3294b3,yes,yes,True,True,,700,clean_holdout_natural,marginal,cladder:8865
yes,True,yes,False,True,88d859523a652d430ed80d0d01fc90c7b3bcb418467e16de4180b350ccf73ec9,yes,yes,True,True,,701,clean_holdout_natural,marginal,cladder:5321
yes,True,yes,False,True,36967a4a73e2149cf9a43bbe6b28139733a582dd89c8fefb22bfa516ebfc3b21,yes,yes,True,True,,702,clean_holdout_natural,det-counterfactual,cladder:20086
no,True,no,False,True,b9b46cc25820103aa4ffe20a80da31edbcf9a21f1808438e1cd983449b19541b,no,no,True,True,,703,clean_holdout_natural,nie,cladder:22919
no,True,no,False,True,8a74de60e3f67f42a1eb2c128bda9ae940c325b175b42fc2f69c53c16dac1a23,no,no,True,True,,704,clean_holdout_natural,ate,cladder:28831
yes,True,yes,False,True,282e640d01c7e925b0b1c539d7f41b172b7694964494e90128f1ead358f1a867,yes,yes,True,True,,705,clean_holdout_natural,exp_away,cladder:7446
no,True,no,False,True,01f77f5d595edc70b4a5340d2c097dfa0d95ddfca6f8d23f3e124be68678d49d,no,no,True,True,,706,clean_holdout_natural,collider_bias,cladder:16725
yes,True,yes,False,True,99626641f441b1ef1012038e3c19d16e9cbbee9e23b250e4f6f838ea959dab21,yes,no,False,True,,707,clean_holdout_natural,det-counterfactual,cladder:29704
no,True,no,False,True,d34f0483ee56639090fc08ac3c72c2c2c934a3c14782a5ad1b9775961bff73b0,no,no,True,True,,708,clean_holdout_natural,ate,cladder:7387
no,True,no,False,True,d790fd6e53d7b4052b671ffd979e5fffa04aef0d73f8ba5d568918cba8c9a9cc,no,no,True,True,,709,clean_holdout_natural,marginal,cladder:869
yes,True,yes,False,True,eeddb307adb151a69fcce932b665aa3d6e3fa3b6717db7bd0677c4f588bbe623,yes,yes,True,True,,710,clean_holdout_natural,marginal,cladder:19184
yes,True,yes,False,True,ad21287dd0cd2397cf9dbec92ff52f4386672fe020023329d4d70861fe117287,yes,yes,True,True,,711,clean_holdout_natural,ett,cladder:13773
yes,True,yes,False,True,b4f6ffef3fd0e0d9a1396c6216c41a98e39163ffc23691e81bce6103e1bf705e,yes,yes,True,True,,712,clean_holdout_natural,marginal,cladder:11145
yes,True,yes,False,True,5a2ffdc2e52dcc3f9813e366596784cd5df21d25169871c06f091852645b21be,yes,yes,True,True,,713,clean_holdout_natural,marginal,cladder:17628
no,True,no,False,True,30829c6078cc3e1f018137b293fdc4380c0eb598b1046a49feba3551af14de86,no,no,True,True,,714,clean_holdout_natural,ate,cladder:21486
no,True,no,False,True,3d814a7f5e21a84662c6a9f389cb478d3486f432303bd382e40db293fec4807c,no,no,True,True,,715,clean_holdout_natural,ate,cladder:23479
yes,True,yes,False,True,c4d0371cc9c16b55b79dd78dc79e2c96c49430c702ad34f71fba0b0af59c6cfa,yes,yes,True,True,,716,clean_holdout_natural,ett,cladder:24219
no,True,no,False,True,a79dc6732ca897c344a5db08d9a7468be057c0716f9975dded30b717faa70cbc,no,no,True,True,,717,clean_holdout_natural,correlation,cladder:11683
yes,True,yes,False,True,5827040e582eeb4109578bb962bfc870d2b1fd7a9b3a532662040d51165c1eb7,yes,yes,True,True,,718,clean_holdout_natural,nie,cladder:2488
yes,True,yes,False,True,2e959ccdb19a0cdd0169cdf6cebfa53a5a8ed81c02d288dd605657d870bdea13,yes,yes,True,True,,719,clean_holdout_natural,ett,cladder:12153
yes,False,yes,False,False,90282f0562f4e965ff97e7c8ec3e773d426aa269db3aa6f3aa3907c13d7610f2,no,no,True,True,,720,clean_holdout_natural,det-counterfactual,cladder:20640
no,True,no,False,True,56ce258818c692a98c60d01185e97a63776d8247a0283b65382469d6d893a8d1,no,no,True,True,,721,clean_holdout_natural,nie,cladder:26309
yes,True,yes,False,True,d759d328ac3aa398935d1fd6329981fc646a235c6739253e87299b9b7270a4d1,yes,yes,True,True,,722,clean_holdout_natural,ett,cladder:5450
no,True,no,False,True,ea07d6597bd9a0060cad447b7abe1d62142a77931ffd2ff1385b976d73f47a08,no,no,True,True,,723,clean_holdout_natural,correlation,cladder:29338
no,True,no,False,True,834db68d9e23a53f9b02f5d8ca5424c60253b5b18bf0f854ea8119028a4d5adb,no,no,True,True,,724,clean_holdout_natural,marginal,cladder:16435
yes,True,yes,False,True,0af6eedad5a2b51004d735a869fd5f6539a28c6edae99b4d6709fc4efc0ee802,yes,yes,True,True,,725,clean_holdout_natural,marginal,cladder:4615
no,True,no,False,True,cb7cd87036cc4dc435cc96a83d3a2865b4d0ba0d3217dfc2df29465872323eed,no,no,True,True,,726,clean_holdout_natural,ett,cladder:29152
yes,True,yes,False,True,bc7c9c7fca22f4a6a7275b5086c205d73299c8b7750385ce046b2c07724c16d3,yes,yes,True,True,,727,clean_holdout_natural,marginal,cladder:1057
yes,True,yes,False,True,64e57b31e921ad20410280a06d27e28cc4b4e30e484331f47137f10dfcde8233,yes,yes,True,True,,728,clean_holdout_natural,correlation,cladder:14032
no,True,no,False,True,069acfb46092cdeec5ee9f9adc47ce40d05c4316a57fe29d282794916a27e65b,no,no,True,True,,729,clean_holdout_natural,ate,cladder:26370
yes,True,yes,False,True,235f173b2f8c939f1f668a787e06c9ecb1fcaeba4e83f6f8febe7df1904933d6,yes,yes,True,True,,730,clean_holdout_natural,ett,cladder:25797
yes,True,yes,False,True,ee5c5ebdb271d6ef18004dc2518a0387affa50cabe3fbec5ade1cdf1341f317d,yes,yes,True,True,,731,clean_holdout_natural,nie,cladder:18235
yes,True,yes,False,True,2586505ac90f3e456b80b0f709ff3efb73f59bafee06add453ba4e7ebdd6a45a,yes,yes,True,True,,732,clean_holdout_natural,correlation,cladder:10744
no,True,no,False,True,53e913c1e1d27669de3023c139b0ee5ce985bbd9c9e39ff52364e3f5067fb254,no,no,True,True,,733,clean_holdout_natural,nie,cladder:14653
no,True,no,False,True,f3954b006e098a76f39c70f7646129670dce312722bf7492009c274a9b942777,no,no,True,True,,734,clean_holdout_natural,correlation,cladder:26383
yes,True,yes,False,True,f6288bfd1e344f9dec3e92d3185762ddc658ef437690aa460d07d1335943025f,yes,yes,True,True,,735,clean_holdout_natural,nde,cladder:23616
no,True,no,False,True,051f68073b695124d3fed53eb3cdabfb43d46d8410d2c8f7c495a5201418a12d,no,no,True,True,,736,clean_holdout_natural,marginal,cladder:16633
yes,True,yes,False,True,6dae1db00c75cca0ee7d5af591b339de0354515ebd92ef82ca152a4a52502313,yes,yes,True,True,,737,clean_holdout_natural,marginal,cladder:368
no,True,no,False,True,a850d783b411442eff979d95f45269be110d4e214ef01e4a4c5f9155127cea3c,no,no,True,True,,738,clean_holdout_natural,nie,cladder:24489
no,True,no,False,True,a457dc8a74e1d85a6292c88345fc855b9a472497dc2029a496f7a941ae0e90ed,no,no,True,True,,739,clean_holdout_natural,ate,cladder:6067
no,True,no,False,True,8497f449ffe1da01446ffdf06ca3396b4cf715bf230ae381f2afea9a84b0451a,no,no,True,True,,740,clean_holdout_natural,nie,cladder:27665
no,True,no,False,True,89580dbe5fee1c24c171ba35943fd9d145e39b18ff3a5a664d74b80b2ec62e6b,no,no,True,True,,741,clean_holdout_natural,ett,cladder:10771
no,True,no,False,True,b27fc121c6037642905099cdd77678f0a99ad105e9982b301076a7fd5a3077ca,no,no,True,True,,742,clean_holdout_natural,ett,cladder:4344
yes,True,yes,False,True,3b14d50cefb02b136015cd2adb1e0920c9c6d72ad55309417c3e851495b450fc,yes,yes,True,True,,743,clean_holdout_natural,marginal,cladder:3793
no,True,no,False,True,eb0f8e35f8b09625a588e82a6b389217146cece2fb1def0de589bf1be5ed1e27,no,no,True,True,,744,clean_holdout_natural,ett,cladder:3206
yes,True,yes,False,True,972bbed0138d56016713ef94f7178cfaa5ab275698e732f71d155ce6dd9beb6c,yes,yes,True,True,,745,clean_holdout_natural,ate,cladder:11015
yes,True,yes,False,True,a35efa0f05cb7b2e792c06d2f058afba79aae50fc3b053d74fe35de441dd5b0c,yes,yes,True,True,,746,clean_holdout_natural,correlation,cladder:15551
no,True,no,False,True,8d46bc3f7f42dd055389097db42f22e37ea53c8559db738b4b450bbc900fdd4d,no,no,True,True,,747,clean_holdout_natural,exp_away,cladder:16743
yes,True,yes,False,True,1f172d8445d89d0a93d61ed10cc9cd275b8550c661113cc4b2ce42e36ca8a140,yes,yes,True,True,,748,clean_holdout_natural,marginal,cladder:7957
yes,True,yes,False,True,08bf7ecfc7ec2c11c4d49ee1b3cbe8777bb47c6bf162b4c55093d4fc136ee199,yes,yes,True,True,,749,clean_holdout_natural,correlation,cladder:3321
yes,True,yes,False,True,f2b4d9b735ecbc475054c1a7d496acb75b3db2bd4c40e3eba3bba5c2dfd8a262,yes,yes,True,True,,750,clean_holdout_natural,ate,cladder:11011
no,True,no,False,True,91cfbb6e09ea0245bd634b86709a35ba9a5f4c822b8638ec1b49abc2f96bf251,no,no,True,True,,751,clean_holdout_natural,ett,cladder:18388
yes,True,yes,False,True,9799fe6effb6c945cd436b0e2c1f2ace5aa9499c3d5b9000f24e988362f032a3,yes,yes,True,True,,752,clean_holdout_natural,det-counterfactual,cladder:20613
no,True,no,False,True,b6fc4462165bcecf32d2b1ff72f4dc06229aa1a04a437efffe88f8a21ac0e3da,no,no,True,True,,753,clean_holdout_natural,marginal,cladder:2222
no,True,no,False,True,85656c06990e9124b1dec099345d4ee5de6f4f98365a874361b03e3fa5767d27,no,no,True,True,,754,clean_holdout_natural,marginal,cladder:17891
no,True,no,False,True,322eb477d8215bf7d04ac986b68e12b00d1083d152824b69f47bc610a49cdecb,no,no,True,True,,755,clean_holdout_natural,backadj,cladder:12218
yes,True,yes,False,True,3b5fb2317dc30dd17eba7ca665a24e7c836dee7de40a223a983c542729dc50f7,yes,yes,True,True,,756,clean_holdout_natural,marginal,cladder:10715
yes,True,yes,False,True,3dc8835edee5c322acdbf6e32c733c50708c55efcca1b3f6fd3c8c3ec2e1704c,yes,yes,True,True,,757,clean_holdout_natural,ett,cladder:15752
no,True,no,False,True,5576a2092801cd2807df42241d0f44000a315de3a0dd60b9558276aa565f91f3,no,no,True,True,,758,clean_holdout_natural,det-counterfactual,cladder:20651
no,True,no,False,True,4646953ea3aaa2ddc87171b5359147dbd7d2f685fc1cf17c748be83a5faf50b0,no,no,True,True,,759,clean_holdout_natural,correlation,cladder:2068
yes,True,yes,False,True,2b1710907b0adc41b4c0f67cfe1a6d45811759e831c1cc6b74b0fc78069a3f97,yes,yes,True,True,,760,clean_holdout_natural,marginal,cladder:18380
yes,True,yes,False,True,0ea22c139296b4db56d1eaccbb922a1a70753c13d4c3c3db4430f8f744cf9b1b,yes,yes,True,True,,761,clean_holdout_natural,correlation,cladder:760
yes,True,yes,False,True,4db7019c841382f0165c841031d5dc636594cddb23cffd61f98a4ef5e8eac997,yes,yes,True,True,,762,clean_holdout_natural,ett,cladder:237
yes,True,yes,False,True,30dda9c6ad37d92e7d1e2483583d387dea8bb57823993eed81f9cb1cf1d3c3fb,yes,yes,True,True,,763,clean_holdout_natural,marginal,cladder:10604
no,True,no,False,True,bb39f3fb7d71b30ceb5a44307b718cd49a7476d327e014088d5481ae5cb22a1d,no,no,True,True,,764,clean_holdout_natural,correlation,cladder:15053
no,True,no,False,True,3356ee50b3675039ef2782e630eaef454f8c33978ab7ced8ae515be44ab26a0d,no,no,True,True,,765,clean_holdout_natural,nie,cladder:24996
yes,True,yes,False,True,458147f28f99714e006c9eb328a3424c649dbe6e4c8f62ec9679ced5d86ff190,yes,yes,True,True,,766,clean_holdout_natural,ate,cladder:28013
no,True,no,False,True,d853ea7fa872b74d3ffb84b2eae75b584abebd6d74cb0be89e7c2ba73b5d8681,no,no,True,True,,767,clean_holdout_natural,correlation,cladder:9219
yes,True,yes,False,True,6ed48208639721ebc6de49293a1a1b99aecb6b9d89b35005782da4370fc95a1e,yes,yes,True,True,,768,clean_holdout_natural,correlation,cladder:22143
yes,True,yes,False,True,4f234e45e5abb542bbad92d7fad9ba92e0ba48799e77b16741798781e30cd7d3,yes,yes,True,True,,769,clean_holdout_natural,ate,cladder:15176
yes,True,yes,False,True,223c363e8643fe51e4dbe5a1390651c3998a245643e35fa15e1f9bf80c3b3007,yes,yes,True,True,,770,clean_holdout_natural,nie,cladder:6200
no,True,no,False,True,4c194e008921d6c6727be782ae60290477303efa1112becd969a56e6b6d3308c,no,no,True,True,,771,clean_holdout_natural,nie,cladder:1740
yes,True,yes,False,True,33bc536d72bf91ea85a951e2b8ce01201b6c93604e4c9e3ebb73d9ba3d6b0a13,yes,yes,True,True,,772,clean_holdout_natural,marginal,cladder:6472
no,True,no,False,True,8feb1093034942888ed527f063678b1b5c77fefdb776ae75947837e03a08f57c,no,no,True,True,,773,clean_holdout_natural,ate,cladder:22201
no,True,no,False,True,720753eb1eebeee06ad732992dce15eb2dfb9f1cf44c13ecb1761f2ab8abaa0f,no,no,True,True,,774,clean_holdout_natural,correlation,cladder:7742
yes,True,yes,False,True,c51c3cf653825336d7db3fecec23a6a32c50ae1c7cd22e788520ba411776aaf8,yes,yes,True,True,,775,clean_holdout_natural,ett,cladder:25458
no,False,no,False,False,4fb0ffccd66f8aa823962e8ca7800700ed85f4c87bdff49ad96e410a268d13ae,yes,no,False,True,,776,clean_holdout_natural,collider_bias,cladder:11953
no,True,no,False,True,1d57ea72d14557116683018244922bbbf5ee260f2442034b922e1998239eca85,no,no,True,True,,777,clean_holdout_natural,ett,cladder:16912
no,True,no,False,True,f267a7ab3bc52f92433cc91f9f5152ba37107d60ceaf202c1549ad9ecb911a4c,no,no,True,True,,778,clean_holdout_natural,nie,cladder:27986
yes,True,yes,False,True,fa7d0a751bf7f4c63581baf4f86311423f4b8a158a18fa6416044ec90e704628,yes,yes,True,True,,779,clean_holdout_natural,det-counterfactual,cladder:20618
no,True,no,False,True,c2463a54ccd428f5efd2da26d2012eed7df6f773a904cb4c6e1f2c7e57d52073,no,no,True,True,,780,clean_holdout_natural,ett,cladder:28531
no,True,no,False,True,151bce421429e1126b470b8000bfaa9531e83f4ae25f4aee8a4b4c49daa51a4b,no,no,True,True,,781,clean_holdout_natural,correlation,cladder:18844
yes,True,yes,False,True,4a09156fd392c4c201d9877d47d8e8a54c99c5daf4e0276018f55e9412a77097,yes,yes,True,True,,782,clean_holdout_natural,nie,cladder:20805
no,True,no,False,True,23049c2f6b9c39a766a05d28544fe02187a800342368730f8eaa0aca86fe154c,no,no,True,True,,783,clean_holdout_natural,nde,cladder:10462
yes,True,yes,False,True,9e1f4392fc31e11fd36181c1d09c43c89e9c6c958b3028e977861a26de26fe1d,yes,yes,True,True,,784,clean_holdout_natural,nie,cladder:19719
yes,True,yes,False,True,cc5551660b537755e1825d417362d52ca06bb653d30bebd1552c4ee5740f87a3,yes,yes,True,True,,785,clean_holdout_natural,ate,cladder:3019
no,True,no,False,True,846172eff030d9604ac009dc96c36741a4f93d1ca1dc2966591fa3eb8b76c7d4,no,no,True,True,,786,clean_holdout_natural,ett,cladder:18062
yes,True,yes,False,True,e59edb3d09fba2acb2312aa0d2e17e6c814eed6d1f85d00bd0e1db4f835322ab,yes,yes,True,True,,787,clean_holdout_natural,ett,cladder:22296
yes,True,yes,False,True,4591c29dcaff50546de83da2e604f2dae63a82572e39d07b56940afec2bcd396,yes,yes,True,True,,788,clean_holdout_natural,det-counterfactual,cladder:10344
yes,True,yes,False,True,1d58e090a0e7ba799646b2e3f6ee594173c37f7304235ed95da747f99e7c9f4c,yes,yes,True,True,,789,clean_holdout_natural,marginal,cladder:6864
yes,True,yes,False,True,d229c118e6846f6fc7b35d00d3b680ca5867efabb19dbdb2a83490d3abdde7a8,yes,yes,True,True,,790,clean_holdout_natural,correlation,cladder:15418
yes,True,yes,False,True,800ef36dc39ab59098ea452f10d627734aebd99051bfdf0de075bc1ab9f5e1d2,yes,yes,True,True,,791,clean_holdout_natural,ate,cladder:8355
yes,True,yes,False,True,864c95cd803563a48cd31982a8c28188f2b0f98b92f1ce34195f2f41883491ac,yes,yes,True,True,,792,clean_holdout_natural,det-counterfactual,cladder:29707
no,True,no,False,True,7f68bf1876b795d80dbf7b5ff0e14422edf33cfc550c63ffc386ceebc7bb095b,no,no,True,True,,793,clean_holdout_natural,correlation,cladder:27294
no,True,no,False,True,af1933100bdb7614185e32ac7446f3cce9e4b1e5b86955bb66ac76a754a903f3,no,no,True,True,,794,clean_holdout_natural,ett,cladder:21420
no,True,no,False,True,8fba598458592ad74c6e5ae3d784ad0d58ede0a6023f3da316862cd2f1ae9679,no,no,True,True,,795,clean_holdout_natural,correlation,cladder:10767
no,True,no,False,True,41158dc63e77fe0b8f6cdfeca0bdfa931d3e61bb9664453d9483569639b9547f,no,no,True,True,,796,clean_holdout_natural,ate,cladder:19326
